History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;36870;Hardware;2.05;Software;1.43;Protocol;103;Pulse rate;0;Country code;49;PCM;-1;FLG;17
;;;;;;;;;;;;;;;
Side;A;Status;1-0000-0000;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Sensor no.;Date;Error counter;Fuel transfers;Recovery rate in %;Mean value of recovery rate in %;Temperature in °C;VC status;Vapour flow rate in l/min;Fuel flow rate in l/min;Recovery rate (+);Recovery rate (-);;;;
;;;;;;;;;;;;;;;
71841;05.12.2023;0;25297;109;103,8;2,8;38;40,4;37,2;109;;;;;
71841;05.12.2023;0;25296;114;102,9;3;38;33,9;29,8;114;;;;;
71841;05.12.2023;0;25295;109;101,1;1,2;28;41,7;38,4;109;;;;;
0;05.12.2023;0;25294;200;100;-0,7;30;31,9;0;200;;;;;
71841;05.12.2023;3;25294;200;100;-0,7;30;31,9;0;200;;;;;
71841;05.12.2023;2;25293;199;100;-1;30;85,2;38,4;199;;;;;
71841;05.12.2023;1;25292;199;100;1,2;26;100;37,3;199;;;;;
0;05.12.2023;0;25291;105;100;7,6;28;30,9;29,5;105;;;;;
71841;28.11.2023;32;25291;105;106,1;7,6;28;30,9;29,5;;105;;;;
71841;28.11.2023;32;25290;105;105,5;7,3;45;39;37,1;;105;;;;
71841;28.11.2023;32;25289;107;104,9;7,5;45;39,8;37,4;;107;;;;
71841;28.11.2023;32;25288;111;104,3;7,8;25;41,8;37,5;;111;;;;
71841;28.11.2023;32;25287;69;102,2;4,5;30;25,6;37,2;;69;;;;
71841;28.11.2023;31;25286;199;106,1;8;25;75,4;36,7;;199;;;;
71841;28.11.2023;30;25285;199;106,1;8,5;21;100;37,2;;199;;;;
71841;28.11.2023;29;25284;112;106,1;7,9;21;41,5;37;;112;;;;
71841;28.11.2023;29;25283;101;104,5;7,2;45;37,3;37,1;;101;;;;
71841;28.11.2023;29;25282;199;104,4;4,2;0;100;37,2;;199;;;;
71841;28.11.2023;28;25281;111;104,4;7,4;23;41;37;;111;;;;
71841;28.11.2023;28;25280;101;103,1;7;44;37,5;37;;101;;;;
71841;28.11.2023;28;25279;107;103,1;7,5;45;39,7;37,1;;107;;;;
71841;28.11.2023;28;25278;102;102,3;7,3;45;29,2;28,7;;102;;;;
71841;28.11.2023;28;25277;199;102;4,6;14;100;37,4;;199;;;;
71841;28.11.2023;27;25276;103;102;5,6;13;38,2;37,1;;103;;;;
71841;28.11.2023;27;25275;97;101,6;5,1;14;36,2;37,2;;97;;;;
71841;28.11.2023;27;25274;83;101,6;3,5;17;30,8;37,2;;83;;;;
71841;28.11.2023;26;25273;99;103,9;4,5;13;36,9;37,3;;99;;;;
71841;28.11.2023;26;25272;87;103,9;3,1;15;32,4;37,5;;87;;;;
71841;28.11.2023;26;25271;199;105,7;2,9;11;91,2;37,4;;199;;;;
71841;28.11.2023;25;25270;98;105,7;4;12;36,6;37,4;;98;;;;
71841;28.11.2023;25;25269;99;105,9;3,8;12;36,8;37,4;;99;;;;
71841;28.11.2023;25;25268;102;106,1;2,8;12;38,1;37,4;;102;;;;
71841;28.11.2023;25;25267;105;105,9;3;10;39,2;37,5;;105;;;;
71841;28.11.2023;25;25266;114;105,4;1,1;9;42,4;37,2;;114;;;;
71841;27.11.2023;25;25265;102;104,1;2,8;20;38,3;37,3;;102;;;;
71841;27.11.2023;25;25264;105;103,7;3,1;16;39,2;37,3;;105;;;;
71841;27.11.2023;25;25263;98;103,1;3,3;13;36,4;37,3;;98;;;;
71841;27.11.2023;25;25262;95;103,2;3,8;24;35,2;37,3;;95;;;;
71841;27.11.2023;25;25261;100;104;2,6;13;37,1;37;;100;;;;
71841;27.11.2023;25;25260;88;103,7;4,5;37;32,7;37,4;;88;;;;
71841;27.11.2023;25;25259;92;105,2;3,5;37;34,6;37,4;;92;;;;
71841;27.11.2023;25;25258;99;106,3;3;37;37;37,3;;99;;;;
71841;27.11.2023;25;25257;93;106,1;2,1;34;34,3;36,9;;93;;;;
71841;27.11.2023;25;25256;199;107;5,6;32;80,4;37,3;;199;;;;
71841;27.11.2023;24;25255;105;107;1,5;36;38,5;36,6;;105;;;;
71841;27.11.2023;24;25254;199;106,3;5,5;33;100;37,3;;199;;;;
71841;27.11.2023;23;25253;111;106,3;5,2;41;40,6;36,7;;111;;;;
71841;27.11.2023;23;25252;126;104,8;5,5;36;47,2;37,3;;126;;;;
71841;27.11.2023;22;25251;146;104,8;5;35;50,7;34,7;;146;;;;
71841;27.11.2023;21;25250;128;104,8;4,9;30;44,8;35;;128;;;;
71841;27.11.2023;20;25249;158;104,8;5,3;9;58,5;37,1;;158;;;;
71841;27.11.2023;19;25248;199;104,8;5,1;5;94,2;37,4;;199;;;;
71841;27.11.2023;18;25247;141;104,8;5,3;16;52,2;36,9;;141;;;;
