History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;36870;Hardware;2.05;Software;1.43;Protocol;103;Pulse rate;0;Country code;49;PCM;-1;FLG;17
71841;27.11.2023;17;25246;113;104,8;4,2;31;41,3;36,5;;113;;;;
71841;27.11.2023;17;25245;102;103;5;31;37,7;37;;102;;;;
71841;27.11.2023;17;25244;106;102,9;4,4;33;39,3;37;;106;;;;
71841;27.11.2023;17;25243;100;102,1;4,9;41;37,4;37,4;;100;;;;
71841;27.11.2023;17;25242;95;102;4,6;39;35,4;37,2;;95;;;;
71841;27.11.2023;17;25241;106;102,6;4,6;35;39,7;37,5;;106;;;;
71841;27.11.2023;17;25240;95;101,8;4;39;35,4;37,2;;95;;;;
71841;27.11.2023;17;25239;98;102,4;3,8;31;36,4;37,3;;98;;;;
71841;26.11.2023;17;25238;103;103;7,8;26;38,5;37,3;;103;;;;
71841;26.11.2023;17;25237;108;102,7;7,5;25;40;37,2;;108;;;;
71841;26.11.2023;17;25236;101;101,6;7,6;29;38,4;38,1;;101;;;;
71841;26.11.2023;17;25235;107;101,6;7;24;39,7;37,1;;107;;;;
71841;26.11.2023;17;25234;104;100,8;9,8;36;38,5;37;;104;;;;
71841;26.11.2023;17;25233;97;100,2;9,6;33;35,7;37;;97;;;;
71841;26.11.2023;17;25232;95;100,5;9,2;35;35,2;37,2;;95;;;;
71841;26.11.2023;17;25231;102;101,2;9;36;28,2;27,5;;102;;;;
71841;26.11.2023;17;25230;103;100,9;9,4;26;37,7;36,8;;103;;;;
71841;26.11.2023;17;25229;97;100,5;9,5;34;36,1;37,3;;97;;;;
71841;26.11.2023;17;25228;106;100,8;9,1;32;39,4;37,3;;106;;;;
71841;26.11.2023;17;25227;103;100,1;8,9;35;38,7;37,4;;103;;;;
71841;26.11.2023;17;25226;95;99,7;9,3;43;35;36,9;;95;;;;
71841;26.11.2023;17;25225;102;100,3;9,9;33;38,1;37,2;;102;;;;
71841;26.11.2023;17;25224;94;100;9,5;32;34,9;37,1;;94;;;;
71841;26.11.2023;17;25223;105;100,8;9,6;28;29,5;28,1;;105;;;;
71841;26.11.2023;17;25222;95;100,2;9,4;31;35,4;37,2;;95;;;;
71841;26.11.2023;17;25221;104;100,9;9,8;34;38,4;37;;104;;;;
71841;26.11.2023;17;25220;94;100,4;9,4;36;35,2;37,5;;94;;;;
