History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;12983;Hardware;2.05;Software;1.47;Protocol;104;Pulse rate;100;Country code;49;PCM;-1;FLG;17
112440;05.03.2024;0;22893;101;100,9;7,4;44;37,7;37,2;101;;;;;
112440;05.03.2024;0;22892;102;100,9;7,3;40;38;37,2;102;;;;;
112440;05.03.2024;0;22891;102;100,8;7,3;38;37,4;36,8;102;;;;;
112440;05.03.2024;0;22890;97;100,7;7,5;44;34,8;36;97;;;;;
112440;05.03.2024;0;22889;97;101;7,7;48;35,5;36,8;97;;;;;
112440;05.03.2024;0;22888;95;101,3;7,9;51;35,3;37;95;;;;;
112440;05.03.2024;0;22887;99;101,7;8,4;46;36,8;37,2;99;;;;;
112440;05.03.2024;0;22886;101;101,9;8,4;41;38,1;37,8;101;;;;;
112440;05.03.2024;0;22885;98;101,9;8,6;48;36,4;37,1;98;;;;;
112440;05.03.2024;0;22884;112;102,2;8,7;28;41,7;37,3;112;;;;;
112440;05.03.2024;0;22883;99;101,5;8,7;40;35,7;36;99;;;;;
112440;05.03.2024;0;22882;99;101,7;8,6;45;36,9;37,2;99;;;;;
112440;05.03.2024;0;22881;107;101,8;8,7;33;39,5;37;107;;;;;
112440;05.03.2024;0;22880;96;101,5;8,6;49;35,3;36,9;96;;;;;
112440;05.03.2024;0;22879;94;101,9;8,5;48;36,6;38,8;94;;;;;
112440;05.03.2024;0;22878;112;102,4;6,8;22;40,5;36,2;112;;;;;
112440;05.03.2024;0;22877;102;101,8;6,1;40;37,7;37,1;102;;;;;
112440;05.03.2024;0;22876;107;101,7;5,7;30;39,9;37,1;107;;;;;
112440;05.03.2024;0;22875;104;101,4;5,5;35;38,6;37,1;104;;;;;
112440;05.03.2024;0;22874;99;101,2;5,4;43;36,3;36,8;99;;;;;
112440;05.03.2024;0;22873;108;101,3;4,7;21;39,1;36,1;108;;;;;
112440;05.03.2024;0;22872;102;100,9;4,4;11;37,7;36,9;102;;;;;
112440;04.03.2024;0;22871;98;100,8;7,3;49;37;38;98;;;;;
112440;04.03.2024;0;22870;92;101;7,7;44;33,7;36,6;92;;;;;
112440;04.03.2024;0;22869;100;101,6;7,7;44;37,2;37,1;100;;;;;
112440;04.03.2024;0;22868;96;101,7;7,8;51;35,7;37,1;96;;;;;
112440;04.03.2024;0;22867;110;102,1;8,3;31;40,6;36,9;110;;;;;
112440;04.03.2024;0;22866;102;101,6;8,4;37;37,7;36,9;102;;;;;
112440;04.03.2024;0;22865;104;101,5;9,1;9;32;30,8;104;;;;;
112440;04.03.2024;0;22864;100;101,4;8,9;22;36,9;36,9;100;;;;;
