History VAPORIX-Control;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Serial no.;12983;Hardware;2.05;Software;1.47;Protocol;104;Pulse rate;100;Country code;49;PCM;-1;FLG;17
112440;06.11.2023;46;19658;122;100;12,2;46;41,9;34,5;;122;;;;
112440;06.11.2023;45;19657;146;98,5;12,2;43;52,4;35,8;;146;;;;
112440;06.11.2023;44;19656;104;98,5;12,3;200;37,2;35,7;;104;;;;
112440;06.11.2023;44;19655;134;98,1;12,3;200;47,6;35,6;;134;;;;
112440;06.11.2023;43;19654;137;98,1;12,3;200;46,2;33,7;;137;;;;
112440;06.11.2023;42;19653;199;98,1;12,4;29;67,4;33,2;;199;;;;
112440;06.11.2023;41;19652;150;98,1;12,1;44;53,3;35,5;;150;;;;
112440;06.11.2023;40;19651;151;98,1;12,3;46;53,3;35,3;;151;;;;
112440;06.11.2023;39;19650;92;98,1;12,4;200;33,7;36,4;;92;;;;
112440;06.11.2023;39;19649;107;98,5;12,6;55;38,1;35,7;;107;;;;
112440;06.11.2023;39;19648;151;98;12;200;58;38,3;;151;;;;
112440;06.11.2023;38;19647;101;98;12,1;200;34,9;34,7;;101;;;;
112440;06.11.2023;38;19646;146;97,8;12,3;200;51,2;35,2;;146;;;;
112440;06.11.2023;37;19645;163;97,8;12,4;200;55,8;34,3;;163;;;;
112440;06.11.2023;36;19644;174;97,8;12,4;200;58,6;33,7;;174;;;;
112440;06.11.2023;35;19643;157;97,8;12,3;200;54,3;34,5;;157;;;;
112440;06.11.2023;34;19642;180;97,8;11,9;0;60,3;33,5;;180;;;;
112440;06.11.2023;31;19639;128;97,8;11,7;42;42,5;33,3;;128;;;;
112440;06.11.2023;30;19638;80;97,8;10,9;200;27,6;34,5;;80;;;;
112440;06.11.2023;29;19637;192;98,9;11,1;15;63,6;33,1;;192;;;;
112440;06.11.2023;28;19633;133;98,2;9,8;33;48,3;36,2;;133;;;;
112440;05.11.2023;27;19629;132;98,7;11,6;52;47,4;35,9;;132;;;;
112440;05.11.2023;26;19627;136;99,6;11,9;200;45,9;33,8;;136;;;;
112440;05.11.2023;25;19625;199;99,4;12,8;200;68,8;32,9;;199;;;;
112440;05.11.2023;24;19624;136;99,4;12,1;200;48,8;36;;136;;;;
112440;05.11.2023;23;19623;135;99,4;12,2;200;47,1;34,8;;135;;;;
112440;05.11.2023;22;19622;195;99,4;12,4;36;68,7;35,2;;195;;;;
112440;05.11.2023;21;19621;199;99,4;12,6;53;70,1;33,2;;199;;;;
